10000 10000
u 509 3853
q 8849 2847
u 6896 6136
q 5729 2586
u 2887 8656
u 4391 3359
q 6570 1031
u 9987 6575
q 5134 7507
q 4190 9633
u 5601 1816
q 6590 2369
u 5061 8973
u 5343 5212
u 9992 3687
u 4066 6178
u 3291 286
q 8639 806
u 2416 8259
q 7024 6496
u 7863 7861
u 174 215
u 5548 3767
u 1202 2593
q 6001 9351
u 3659 8364
u 8576 7059
u 5719 994
u 6058 2795
u 3600 8102
u 6462 505
q 9193 3019
u 4053 5935
u 6006 7507
u 4967 2074
q 6551 8002
u 7605 7431
u 2456 9579
q 7004 1989
u 5847 2657
u 6252 6586
u 2055 5039
u 8418 7476
u 4351 7225
q 3078 8194
u 3418 8926
u 8049 35
u 1132 2977
u 6340 2440
u 5307 7654
u 9640 2965
q 4109 3397
q 8796 6856
u 753 9639
u 9853 5315
q 2483 3675
u 9267 273
q 527 3960
u 4560 312
q 6247 8668
u 3376 7982
u 413 4707
u 8066 6111
u 8538 4119
u 3907 102
u 2585 1478
u 1551 4513
q 8773 4504
u 7006 7979
u 2756 5658
u 2178 4604
q 7680 6063
u 427 6617
u 9888 5378
u 6149 8120
u 5819 8858
u 7188 7899
u 1273 5884
q 6604 3675
u 6575 6376
u 3329 500
u 9583 3165
q 2480 6069
u 9877 7520
u 4669 8787
q 6878 7762
u 7953 8934
q 5371 3139
u 6330 1701
u 2774 9777
u 3531 8942
u 1320 3195
u 3711 3459
u 5786 2579
u 7594 4394
q 5102 5553
u 9560 7092
u 7707 5046
u 9611 380
q 4114 1098
u 5080 6171
u 3013 1384
u 2104 3552
u 325 5820
u 4105 1334
u 2963 1536
u 4179 6007
u 9324 8728
u 1368 9470
u 5757 9726
u 1839 6427
u 4308 2477
u 5525 9532
u 9088 5872
u 5219 8557
u 253 5441
u 2745 858
q 946 1955
u 8100 5497
u 572 9934
u 2031 4416
u 8572 8499
u 2741 8527
q 4969 9106
u 6376 8501
u 5674 1356
u 5049 90
u 780 5667
u 8298 6846
u 844 3023
u 3604 3042
u 2328 27
u 4716 5414
u 8231 8267
u 1731 196
u 9454 6158
u 5826 155
u 3854 4298
u 4329 7536
u 4291 4815
q 3506 5181
u 9919 4656
u 1872 8563
u 4192 928
u 8055 4825
u 752 4074
u 5933 2211
u 9355 5484
u 421 8091
u 7626 8932
u 2455 996
u 3961 2686
u 2253 4112
u 371 2246
u 4044 2881
u 6824 3733
u 7790 1633
u 1363 2283
u 400 2191
u 8705 1191
u 5015 8441
u 3324 1912
u 5793 8118
u 8341 4773
u 1684 2476
u 9127 3308
u 3106 667
u 8391 6896
u 2291 4997
u 884 3444
u 1428 4805
u 4246 9498
u 2306 5836
u 9080 0
u 8853 3979
u 8436 8271
u 1668 6121
q 4580 844
u 5466 2140
q 1606 7031
u 2209 9834
q 4506 1188
u 6492 8773
u 3035 5080
u 8182 9195
u 7452 3162
q 6852 9807
u 6404 7368
u 3900 1876
u 6992 6202
q 3709 4015
u 6009 8273
u 2701 6654
u 1863 5552
u 3808 3893
u 4358 3524
u 5393 3772
u 901 2
u 7129 8382
q 499 1742
q 30 164
u 8063 9283
u 6654 9124
u 1982 9913
u 5390 2803
u 2104 1402
u 9954 6687
u 4593 7903
u 7543 9537
u 4709 5984
q 8567 6643
u 9831 9529
u 8755 6393
u 1125 6123
u 7496 376
q 487 126
u 7201 8777
u 5117 1121
u 1729 3516
u 2230 4128
u 9069 8257
u 1399 5393
u 2054 7859
u 1490 7695
u 1915 5208
u 1854 9576
u 1713 9535
u 6936 6759
q 6647 9389
u 837 9786
u 5030 3176
u 3053 9711
u 6797 9355
u 8652 558
u 2475 4218
q 3539 3059
u 4134 7058
u 5158 1115
u 2458 9628
u 9571 5376
u 9889 331
u 4411 1951
u 6669 7703
u 5169 950
u 1 93
u 2646 403
u 9728 2260
u 5426 1556
u 2319 6650
q 1286 2261
u 8597 481
u 4257 9330
u 3221 6922
u 322 9751
u 316 6204
u 5885 4393
u 7034 225
u 6208 1837
u 3921 5802
u 5532 5183
u 9609 8466
u 8687 7397
u 1053 7053
u 6950 9642
u 228 9969
u 4602 1290
u 293 3129
u 3597 3880
q 502 4762
u 4058 1651
u 2053 9423
u 551 2514
u 8065 5298
u 4999 725
u 1376 8153
u 4697 3760
u 6510 149
u 1454 6293
q 7237 6748
u 453 2923
q 9395 5982
u 1768 3247
u 4054 543
u 3154 3567
u 6101 2568
u 7872 9728
u 7912 1951
u 409 4365
u 4533 5966
q 3521 983
u 9816 8826
u 5248 3989
q 7028 4222
u 8001 1222
u 9780 8195
u 6491 2401
u 7724 217
u 9949 7272
u 3399 9111
u 5980 9428
u 4796 6403
u 1684 68
u 3398 9587
u 5391 293
u 8420 7227
u 6226 7672
u 3856 4087
u 5455 2454
u 5068 1606
u 5235 3228
q 6030 3725
u 9717 5856
u 4872 964
u 7628 2091
q 6858 3466
u 8649 3407
u 3756 6813
u 8989 5632
u 4355 1138
u 553 9759
u 2545 9868
u 28 1072
u 6398 3413
q 1435 5615
u 4524 9974
u 4885 7946
u 1199 7714
u 5699 1201
u 1121 3708
u 4590 8251
u 9033 3915
u 6872 8815
u 7451 7079
u 7352 183
u 9016 8162
u 5910 9264
u 2805 2084
q 3917 9756
u 6416 8885
q 4641 4991
u 3621 1714
u 3520 1331
q 9344 9371
u 5943 7744
u 4938 6756
u 8783 6649
u 5617 1608
u 208 8697
u 8251 4746
u 3044 9458
u 9256 2555
u 5213 1971
u 6562 1808
u 6313 3233
u 2907 3799
q 1101 4673
u 3750 9119
u 4924 2840
u 4693 9738
u 1064 4646
u 178 7144
u 3259 2111
q 863 7640
u 3814 1630
u 2231 9073
q 42 1507
u 1014 3444
u 3524 2163
u 7528 6621
u 724 1347
u 7381 7829
u 784 4188
u 2618 4896
u 8175 4087
u 6534 1249
u 9030 2438
u 4841 1241
u 2903 5136
u 9478 1055
u 3350 3710
q 7382 7022
u 8534 8106
q 4113 1800
q 8114 4300
q 6370 5796
u 3317 2253
u 7537 8016
u 2098 4338
u 9306 1634
u 9908 486
u 8423 7997
u 5214 9211
u 1332 7676
u 8179 2452
u 4304 8809
u 6490 4019
u 6408 7999
u 6401 6910
q 6337 7117
u 8539 9218
u 4380 7882
u 3903 2966
q 7348 8645
u 7190 5480
u 2106 7242
u 4038 3935
u 8867 2618
q 5143 8197
u 7614 2929
u 2221 4421
u 5312 7974
u 9963 8094
u 3688 6772
u 2803 9375
q 2150 1830
u 8666 2198
u 9259 8333
u 2659 9969
u 6293 6603
u 415 7957
u 3583 8213
u 714 702
u 9178 2939
u 6537 1434
u 596 1552
q 7382 4350
q 8350 7541
u 9698 1825
u 8297 101
u 1167 8564
u 7977 5090
u 7306 562
u 6155 7720
q 7583 3997
u 7670 3679
u 9922 5005
u 7856 6131
u 9165 2880
u 2948 6489
q 6248 7924
q 3146 934
u 6095 2879
u 7917 348
u 8816 4281
u 5737 9594
u 3171 2187
u 2609 915
u 496 9189
u 755 5085
u 9479 6012
u 6452 7065
u 2066 1574
q 2050 8057
u 1297 6482
u 8448 9184
u 7015 9197
q 6425 5042
q 6982 3380
u 3184 1481
q 9626 686
u 5053 2903
u 1687 1053
u 3518 5447
u 3147 2421
q 1655 9577
q 8241 2142
u 5176 7020
u 8887 7155
u 6222 5614
q 4554 6216
q 476 6843
u 8368 8477
u 7530 5415
u 8584 9443
u 6995 6718
u 7246 5895
u 4769 3363
u 7930 5626
u 6945 5077
u 6223 4405
u 8437 4276
q 443 6267
q 9827 8297
u 3463 2295
u 8588 6989
q 9239 6077
u 9057 1766
u 859 774
q 9735 9356
u 72 5210
u 7895 6372
u 1705 4488
u 6444 5889
u 1211 1425
u 2692 6084
u 2757 6934
u 2251 9533
u 2953 4940
q 695 2801
u 4809 5603
u 9584 1190
u 471 8291
u 1229 4950
u 7726 940
u 4527 7386
u 7806 6580
u 1031 4726
q 3823 273
u 1660 2817
u 6387 1910
u 9393 3880
u 8505 2621
u 6175 7985
u 9391 8303
q 9268 2975
u 6026 8099
u 2795 7551
u 828 2483
u 4815 1783
q 4261 9282
u 4575 5258
u 3861 8475
u 154 8543
u 9379 839
u 3192 21
u 5586 8520
u 9469 9567
u 3577 3690
u 1007 5239
u 74 2945
u 7464 3451
u 4176 4243
u 1979 1245
q 473 1226
u 667 2022
u 8349 2219
u 353 9870
u 140 2043
u 2595 1517
u 676 8666
u 471 4212
u 8816 4163
u 3446 4266
u 6801 7240
u 3095 7047
u 6641 4901
u 9997 2469
u 725 3208
u 9109 296
u 4501 6685
u 9519 8805
u 3204 7044
u 2806 1643
q 8486 2315
u 6923 2814
u 7695 6077
u 2621 8025
u 5658 953
u 424 7241
q 330 7559
q 6632 3877
u 4947 1303
u 5094 733
u 1674 5105
u 3093 3655
u 6714 4745
u 4476 5668
u 2661 9715
u 149 7700
u 5774 4487
q 3269 5490
u 1506 3415
q 354 7025
u 4174 1235
q 7651 1213
u 5472 7724
u 5618 7702
q 9940 9037
u 9220 870
u 7395 3637
u 6493 1339
q 1080 5187
q 5470 742
u 9804 1279
u 3116 529
q 7134 6971
u 2585 157
u 4391 5038
u 9312 9612
u 7492 5489
u 3263 4743
u 1800 4692
u 9262 9324
q 3636 1564
u 8866 1265
u 8990 8848
u 6350 539
u 9995 4162
q 7144 7973
u 2899 6163
q 8252 5284
u 2844 8148
u 9084 9037
u 803 6930
u 2723 1723
u 1883 4729
u 9404 6028
u 5372 5743
u 8491 195
q 100 4705
u 8845 2717
u 8468 3482
u 7615 9789
u 6310 5839
u 5987 2204
u 9752 3827
q 8354 8395
u 2697 5959
u 3736 3779
q 4215 4027
u 5200 8008
q 7169 1556
u 8560 165
q 1261 3927
u 4834 8367
u 7633 1502
u 9315 9332
u 8958 5805
q 5561 6784
u 5246 2379
u 5924 6862
u 6681 7687
u 4085 4218
u 4445 8247
u 6792 1378
q 6854 4040
u 8550 287
u 8945 7686
q 9118 2430
q 3869 5525
u 2641 638
u 592 4755
u 9803 8633
u 5285 3801
u 2939 7759
q 8415 9838
u 4982 5711
u 7342 2348
u 9613 542
q 9928 429
u 3230 7018
u 9834 5068
u 7084 7449
u 9209 8868
q 2259 6665
u 6974 9311
u 1593 8148
u 4440 3472
u 8627 8541
u 3621 7303
u 14 8760
u 8980 6188
u 1793 8038
q 2066 4805
u 1774 4107
q 1180 9439
u 5343 8234
q 5962 6310
q 2337 584
u 439 4837
u 222 737
u 4106 1249
u 4495 6567
u 180 9897
u 46 8487
u 4444 8258
u 6940 7076
u 394 1569
u 8637 4945
u 2485 2448
u 540 2978
u 4842 5327
u 3671 9696
u 5455 9621
u 3671 8890
u 1910 9122
u 8304 8229
u 2645 1697
u 4619 6314
u 8892 8266
u 9091 1670
u 8285 5778
u 5556 6902
u 6361 4777
u 7438 9470
u 2476 6901
u 2085 677
u 9857 4174
u 123 4100
u 3701 140
u 891 7532
u 429 4923
u 1274 4907
u 2758 9562
u 2490 3147
u 2140 4051
u 55 6049
q 4053 9181
u 501 5074
u 4423 5063
u 8984 9213
u 1772 1143
u 4807 5945
u 4371 6120
u 8902 7754
u 1199 5442
u 466 5138
u 943 922
u 4081 88
u 577 149
u 4192 6741
u 4956 2273
u 4056 9883
u 3281 9135
u 8595 2189
u 3673 9457
u 5718 8609
u 2616 3330
u 723 1722
u 2263 101
u 9431 878
u 2192 1023
u 7275 1544
u 628 5230
u 7500 6889
u 2477 2365
q 560 2921
u 6336 4059
u 8700 1851
u 7848 7682
u 8619 7222
u 9758 6666
u 6448 7876
u 9957 1793
u 6712 3000
u 924 9791
u 2737 4198
u 7510 6684
u 6653 3026
u 1522 5067
u 1808 5316
u 4092 9322
u 417 4844
q 9923 6988
u 8202 408
u 662 3983
u 1714 4634
u 7681 3692
u 3542 7825
u 9764 2970
u 8271 3090
u 9131 6295
q 1271 2498
q 483 759
q 8870 5069
u 2871 9373
u 8445 2953
u 2196 4769
u 8268 250
q 7616 619
u 4253 2852
u 3850 8392
u 71 3335
u 8347 1394
u 5850 4444
u 2523 1239
u 8149 1064
q 7444 6061
u 8976 7962
u 4704 1916
u 517 8670
u 2012 1538
u 9047 1683
q 995 5724
u 782 2624
q 1351 383
u 2658 7844
u 4018 1553
u 9720 5281
u 6217 3983
u 2750 4551
u 847 2383
q 7682 7425
u 3029 1756
u 6730 9842
u 5577 9097
u 7471 7206
u 2498 459
u 8678 8076
u 1736 1515
u 9869 4315
u 4837 1887
u 2368 2243
q 2921 6317
u 5196 1699
u 2182 132
u 8818 9298
q 9621 152
u 2698 4154
u 5747 8019
u 2422 7022
u 1627 2625
u 3977 7240
u 9813 7113
u 8176 6606
u 7352 4249
u 1622 4026
u 7357 2453
u 6027 2268
u 7022 5957
u 4199 5692
q 1829 2442
u 8301 7424
u 9325 9929
u 2791 1295
u 2988 4111
u 1094 1619
u 8189 3286
u 3688 5636
u 5893 2779
q 2612 2095
q 5514 3246
u 5096 7014
u 3423 3551
q 6012 2681
u 5825 1091
u 9389 5461
u 6000 6912
u 1372 4737
u 6363 2419
u 5672 7311
u 551 443
u 2008 674
q 1645 2570
q 7515 570
u 63 8441
u 6689 8924
u 2266 4282
u 7154 8885
u 1123 4767
u 3037 1243
q 67 5338
u 842 2226
u 2204 4982
q 1049 7742
u 9687 9925
u 8266 2094
u 4516 5970
u 6676 8271
u 1999 6827
u 5959 953
u 6496 4769
q 9675 6271
u 4044 1537
u 1058 9883
u 7157 7959
q 7111 7732
u 657 3052
q 657 3123
u 6239 7520
q 2142 730
u 4213 5867
u 6263 1552
u 7668 5968
u 8554 7509
q 3745 3414
u 8923 9918
u 4112 8264
u 9659 3022
u 8487 9211
u 105 6823
u 6139 357
u 343 7679
u 7234 6365
u 5324 1265
u 2347 7356
u 9583 2992
u 8606 1947
u 5261 8009
u 8264 8112
u 9995 7204
u 5331 2898
u 1931 5983
u 456 527
u 2064 9114
u 3820 7434
u 3910 7023
u 4709 2255
q 9429 1972
q 5182 4750
q 4505 5515
u 535 8509
u 2977 8480
u 3426 442
u 4537 8564
q 2240 3140
q 7203 89
u 2027 8743
u 5791 9404
u 5605 9720
u 4513 6257
u 4713 2385
u 8268 210
u 4585 772
u 4734 9227
u 6983 1983
u 3991 4539
u 3489 2773
u 4424 5908
u 3491 7663
u 519 1016
q 2707 1079
q 6968 7762
u 5725 3979
u 9066 7083
u 935 7028
u 4940 9667
u 7288 3565
u 7581 1151
u 3952 9728
u 6839 1630
u 1533 8510
q 7540 8000
u 6693 2613
u 6386 4753
u 2758 6013
u 4266 6278
q 3927 9803
u 8858 1312
u 2585 5278
q 4208 9027
u 663 3790
q 322 7494
u 4538 5550
u 5653 1528
u 2895 5829
u 4361 2159
u 1741 5655
u 9259 3726
q 7072 6243
u 7243 3913
u 790 1452
u 9835 3944
u 2788 964
u 8770 1333
u 743 1904
u 546 8958
u 268 5662
u 4324 5068
u 9063 9190
u 6210 4223
u 3678 4578
u 5577 2659
u 2867 9393
u 241 3343
u 5748 5230
u 8462 6641
u 7698 2553
u 2917 4135
q 9713 7331
u 3135 5406
u 2589 8012
u 7940 4353
u 5379 435
u 7944 1158
u 1944 437
u 5152 5400
u 7575 6401
u 9543 6184
u 3145 8706
u 8705 8471
u 4307 746
u 7076 553
u 5385 7375
u 4610 6494
q 6053 8767
u 9461 6009
q 5827 5766
u 7325 7360
u 7422 149
u 4270 7160
u 3704 5216
u 6355 5425
u 6930 6016
u 9252 3619
u 9976 2383
u 1110 9340
u 6568 3692
u 915 7753
u 5153 1276
u 4097 9241
u 2515 2107
u 8401 6172
u 9716 1953
u 3882 2569
u 4333 1961
u 6129 1757
u 1803 7723
u 1611 2223
u 7409 4041
u 9170 1027
q 5713 7219
u 4184 1231
u 2894 4769
u 6615 5405
u 9987 4168
u 9987 3159
u 8169 2271
u 4294 5370
u 7318 5998
q 1356 8195
u 7303 9961
q 8090 5082
u 8766 889
u 8003 3871
u 1161 6162
u 8800 5326
u 4866 2144
u 5076 2073
u 2290 9445
u 5905 1166
q 5840 837
u 4030 4636
q 9986 3400
u 7809 7222
q 1915 162
u 5185 5286
q 313 308
u 9238 6657
q 9541 1206
q 4722 9342
u 2820 1869
u 3679 1776
u 2207 189
u 2999 6842
u 7926 1315
u 1136 4482
u 5242 6097
q 618 5439
u 7935 9563
u 1485 197
u 8074 7685
u 331 9829
q 5964 310
u 3640 8675
u 3445 7895
u 9339 1248
u 7276 4121
u 4549 2448
u 3062 2052
u 4933 6338
q 3099 4200
u 3857 7638
q 3595 5497
u 8620 2242
u 6050 3592
q 4288 4496
u 1498 249
q 3315 1981
u 9785 1956
u 4595 9617
u 1857 6410
u 7390 1677
u 7524 6748
u 1192 5681
q 3691 451
q 4192 46
u 2147 5238
u 2920 7662
u 3549 2411
u 1320 6707
u 3905 6121
q 2537 742
u 2287 7554
u 2692 9969
u 5839 1639
u 4429 1451
u 4631 7738
q 3772 145
u 7537 409
u 9368 6428
u 2960 2924
u 5619 968
u 1750 8622
u 3085 1483
q 51 5001
u 1868 4635
q 1166 2398
u 875 3245
q 4653 8698
u 490 1222
u 7049 186
q 1355 5320
q 5056 3401
u 5868 2276
u 1168 9111
q 1621 4106
u 9167 2920
u 7558 8439
u 4398 7974
u 1598 7428
u 1206 9892
q 8791 2724
u 1275 8165
u 8727 514
u 3590 6164
q 5014 4492
u 6092 5768
q 4184 3149
u 7314 1225
u 8823 9486
u 3599 2878
q 6210 3794
q 5561 8013
u 7595 6810
u 2878 5422
u 2844 6913
u 9091 4628
u 6746 6183
u 14 1185
u 5486 6504
q 2593 6329
u 3833 4868
u 1066 4479
u 9362 2695
q 4756 2981
u 116 922
u 5574 2267
u 8615 7027
u 8729 8824
u 8537 7768
u 6692 503
u 6033 4163
u 837 3209
u 8288 4842
u 6357 232
u 9978 9843
q 3281 3806
q 529 9534
q 9949 1499
u 2004 8389
u 9778 3510
u 4587 3329
u 9140 7573
u 5575 5759
u 4990 1693
q 7695 3947
u 2092 2228
u 5190 7062
u 6823 3258
u 5814 8985
u 7401 613
q 6518 7383
u 3664 9039
u 1195 267
u 4941 5634
u 3341 9184
u 5452 4179
u 209 6975
u 2970 1240
u 5465 4101
u 9869 8063
u 6706 2014
u 8888 2733
q 7183 1340
u 4061 5657
u 866 3061
q 9689 4150
q 885 823
u 3127 5042
u 5133 4494
u 6876 5588
u 6706 3349
u 7857 4476
u 7480 6659
u 338 2927
u 4935 2763
q 5383 5545
u 9536 1254
q 5034 2669
u 6380 8241
u 8668 7742
u 3542 1974
u 9680 3180
u 7552 1074
u 9453 2368
u 1843 1030
u 9777 5943
u 7522 1241
u 8012 2851
q 6814 7757
u 103 4640
u 699 2064
u 5268 7377
q 5872 6184
u 3277 1023
u 2948 5439
u 4665 3336
u 4955 3488
q 1341 9928
u 1639 208
u 8248 4595
u 9802 9129
u 7822 9591
u 4573 3857
u 9057 8206
u 5653 7461
u 9068 7314
u 9150 7438
u 1170 5560
u 2911 4991
u 775 6643
u 6464 2179
u 8824 6977
u 5810 7590
u 6716 8730
q 1998 4909
u 8825 4988
q 7919 7651
u 966 4456
u 9880 3812
u 9461 245
q 9265 3152
q 2886 6578
u 7828 9805
u 9359 5975
u 1190 7185
u 6002 3769
u 6560 6857
q 2101 7257
u 1697 1725
u 7622 8918
u 172 8509
u 9627 5419
u 4243 9176
u 6776 8312
u 1875 5946
u 3115 6256
u 7007 9020
u 9417 9357
q 6612 4867
u 1016 6990
u 2947 6066
u 4954 6648
u 3210 6633
u 6731 4791
q 4600 3513
u 1838 5759
u 6780 9215
u 6719 5867
u 3227 6639
u 8607 4116
q 3516 934
u 4191 2416
q 3155 4801
u 8543 8709
u 1443 9674
u 2669 3147
u 605 5241
q 6050 9047
u 1891 5564
q 3764 252
u 6312 1051
u 7122 306
u 3130 3428
q 1784 4209
u 6339 9968
q 9853 3630
u 2482 5741
q 1676 9344
q 1518 2374
u 7927 134
u 9582 4696
q 9510 7820
u 6213 5821
u 2707 8886
u 3838 4540
u 6899 5741
q 4628 5803
u 5831 6417
u 3528 7255
u 3655 8324
u 3397 3298
u 9539 7656
u 1899 5559
u 8825 9017
u 2170 6406
u 9103 7550
u 7476 4943
u 5271 7257
u 3393 9993
q 8718 6542
u 6585 1806
q 6105 9949
u 1621 5909
u 9845 1373
u 2090 7115
u 1791 3495
q 4119 5945
q 6944 1755
u 2325 7817
u 5748 4226
q 661 6913
q 2564 2864
q 3297 5898
q 1161 7893
u 8701 1944
q 7166 3844
u 4102 5426
u 5463 1728
q 3521 1479
u 8080 5415
u 1668 2964
q 5125 4055
q 8420 968
q 1391 6315
q 1332 3736
u 1232 3974
u 8876 414
u 6139 438
u 4948 4248
u 2098 512
u 5779 7670
u 1445 1500
u 185 5919
u 7959 6287
u 3585 4882
u 2555 2651
u 8500 735
u 7066 7819
q 8920 815
u 5834 2460
u 7047 2840
q 8003 7735
u 5107 7735
u 7535 4235
u 9642 7873
u 1289 1957
u 472 7897
u 7846 685
u 3124 4962
u 2440 6602
u 90 6545
u 821 5319
u 1730 2727
u 609 9652
u 1517 1423
u 2473 9377
u 9556 8293
u 2027 3706
u 4305 8657
u 8129 8822
u 2806 9581
u 5592 9208
u 6352 4966
u 427 4638
u 2506 3470
u 2449 7588
q 9571 4018
u 7232 9583
u 1571 8460
u 2704 3069
u 4675 5337
u 4677 208
u 3842 65
u 9837 2928
u 9395 7328
u 9213 6175
u 9925 7608
u 1579 3564
u 6786 8415
u 8583 2755
q 5780 1790
u 5619 424
q 8378 151
q 122 3150
u 5781 3877
u 4469 46
q 8571 2656
u 1567 3440
q 5967 4719
u 2585 5577
u 8874 5063
q 837 2908
u 6944 4195
q 7153 2205
u 9285 4872
u 6961 4062
u 2822 4687
q 5596 9935
u 9489 6964
u 506 5954
u 8091 8662
q 2551 8542
u 2934 8189
u 4608 2652
u 9610 423
u 4157 7208
q 8751 4890
u 570 1054
u 9783 3386
u 3088 8036
u 6870 4425
u 7693 4065
u 2358 909
u 7949 7136
q 9873 398
q 9709 7820
u 7988 4289
u 4816 3127
u 4058 9435
q 7991 1581
u 2739 7925
u 7377 8284
q 6463 2065
u 1318 7196
u 1700 2497
u 9933 2204
q 3112 4951
q 8798 1411
q 1529 7793
q 1748 6559
u 8674 3426
u 7979 9625
u 5339 5990
q 6735 4654
u 5838 3030
q 9784 7827
u 1683 1992
u 7034 1274
u 1706 5531
u 1112 4424
q 1958 479
q 3227 9623
u 3464 1404
u 7941 5882
u 1195 5793
u 2683 100
u 7938 936
u 5297 2307
u 1876 141
u 8824 8887
u 1479 6844
u 3254 2044
u 306 6971
u 7607 6789
u 9181 1279
q 5728 9022
u 4293 6088
u 9603 8524
u 958 9013
u 2900 2738
q 8948 7334
u 110 5465
u 5147 5659
q 321 9158
u 2354 3236
u 958 9385
q 1973 2870
u 7971 3315
u 8090 6343
u 7981 5751
u 7169 2345
u 1822 520
u 6872 8610
u 5567 8335
q 3808 6051
u 2249 922
q 4864 2615
q 8994 7499
u 6504 3052
u 9797 3986
u 1172 1610
u 2588 2856
u 5966 8068
u 8400 8522
q 5833 1929
u 6901 1828
u 7364 133
u 5325 9713
u 6558 3388
u 3646 5814
q 5416 3196
u 4413 5618
u 3614 8422
u 2813 8154
u 7800 6904
u 1612 3412
u 492 1159
u 5286 2656
u 7902 9382
u 174 6885
u 1607 2622
u 9849 4866
u 1459 8079
u 16 7095
u 1521 5839
u 7206 7063
u 997 8299
u 6642 2333
u 475 694
u 3563 7636
q 1751 2945
u 5697 7456
u 8858 469
q 2999 3640
u 8201 6379
u 8027 8052
u 8733 6736
u 211 3462
u 6457 690
u 7579 8026
u 3035 5524
q 7038 4352
u 803 797
u 9058 9973
q 9240 1233
u 7914 4498
u 5556 8598
u 8118 977
u 6657 32
q 4586 4774
q 4849 4489
u 7208 6558
u 3915 9946
u 8461 3273
u 4648 1103
u 4225 6075
u 4545 2978
u 649 7567
u 4380 6369
u 7290 5634
q 1225 6480
u 1553 5532
q 3284 2893
u 2902 3127
u 100 3400
q 8228 3869
u 5719 4468
u 6452 1026
u 2117 7425
u 9479 8837
u 8451 3944
u 4809 6296
u 7774 8838
u 8303 1692
u 7606 5608
u 2594 1989
u 4084 443
q 1907 5268
u 5304 7486
u 9302 716
u 1648 2825
u 3157 1408
u 8233 2929
u 9743 9964
u 7342 6597
u 642 75
u 5701 8194
u 9701 4795
u 4931 1901
u 9958 5451
u 3623 8776
u 8937 6010
u 5777 5100
u 778 6164
u 1459 8380
u 5327 9544
u 9306 1496
u 1285 3304
u 7741 4339
u 3934 2994
u 5052 911
u 5787 8686
u 9640 6323
u 3677 139
u 292 5342
u 8654 273
u 5688 9576
u 909 2516
u 9994 1477
u 4109 8400
q 5437 3423
u 7135 6355
u 2854 1810
u 5662 5612
u 3104 2714
u 8373 2197
u 6141 2141
u 1081 1516
u 9209 8507
u 3687 5521
q 9958 2340
q 3842 1580
u 6359 8263
u 4484 8318
u 5388 2621
u 8610 3266
q 9281 9798
u 8077 9864
u 969 8749
q 3859 935
u 6376 9851
u 8583 1573
u 2721 2497
u 1361 9552
u 9845 5451
q 63 7916
u 8117 507
u 9901 5720
u 4745 7019
u 1624 3969
u 9109 6600
u 5396 4861
u 9972 8133
u 2625 9553
u 2046 8421
u 7097 8359
u 9193 9166
q 7035 4283
u 8826 2694
u 5461 580
u 9357 7164
u 1126 6013
q 2900 7329
u 1271 63
u 860 333
u 8593 8444
u 6909 518
u 7990 9343
u 7124 1508
u 5404 3613
q 9625 6129
u 1914 5441
u 7830 7951
u 5767 9661
u 5670 6007
u 7071 2563
u 3779 2250
u 863 5081
q 3146 1849
u 4673 4592
u 1093 165
u 2432 2190
u 9873 8383
u 6026 1819
u 4936 3639
u 4557 1472
u 5265 8394
q 84 5280
u 1393 2416
u 316 8834
u 4401 8926
q 6714 5318
q 8916 9565
u 9315 1643
u 2606 2008
u 1680 7912
u 4974 9262
u 6717 5213
u 5559 4511
u 5564 4246
u 5443 1927
u 5539 9278
u 77 3887
u 8472 4723
u 4834 9286
u 5598 8573
u 8627 2849
q 6454 4524
u 2122 3427
u 4332 5551
u 1876 4294
u 7602 2758
q 2388 9627
u 4213 7595
q 6426 9397
u 3910 5454
u 1725 2842
u 9863 479
q 8678 3856
u 2482 2734
u 6290 2888
u 2491 6530
u 4469 4273
q 5672 4121
u 1819 7276
q 8701 1502
u 972 4225
u 9105 7866
u 1836 4065
u 6446 4835
u 7036 3859
u 1876 392
u 5109 9716
u 8983 1524
u 7963 4916
u 8695 153
u 1919 3494
u 371 5699
u 1201 6965
u 9183 4902
u 8900 4050
u 7407 8333
u 2005 7575
u 8119 9163
u 2007 468
u 8809 5823
u 6934 259
u 4554 3858
u 7092 7400
q 8499 9418
u 2017 2559
q 4783 5071
u 8005 5366
u 5516 6854
u 7533 386
u 199 9240
q 9719 3823
u 8458 2292
u 6193 5848
u 6864 7039
u 6444 3925
u 9395 9249
u 9061 6767
u 7145 5037
u 8024 5810
u 1715 3188
u 3625 236
u 4167 6835
u 2777 7850
u 5195 7527
u 3413 4979
q 9472 8887
u 4910 916
u 4064 8626
u 7400 7208
u 8922 8570
u 5143 72
u 6013 7665
u 3621 4036
u 8326 2814
q 1309 8078
u 512 4451
u 467 9778
u 9838 6547
u 1416 4724
u 9922 7775
u 2512 5613
q 6661 2173
u 1554 8683
u 8608 5229
u 4147 445
u 4918 8367
u 9221 2866
u 9734 2667
u 9773 7696
u 3907 8001
u 574 6881
u 1774 6741
u 8302 6553
u 1652 9575
u 9994 3913
u 7320 9376
u 7204 6954
u 57 8595
u 704 1621
u 821 2503
u 9114 954
u 5911 5400
q 7507 7449
q 2184 6883
u 4027 3331
u 1195 2175
u 9980 4912
q 1366 7964
u 2815 9094
u 8569 4555
u 3060 7193
u 8935 4624
u 8005 8415
q 2752 8361
u 9973 3327
u 6060 253
