100000 100000
u 13688 16614
u 27490 68801
q 18438 15297
q 64480 16623
u 71338 94130
q 94633 74790
u 96213 1218
u 13236 57266
u 6503 7580
u 57392 49233
u 17788 4758
u 37542 37605
u 63707 41599
q 30921 49779
u 5741 4161
u 52724 72068
u 42354 47419
u 71724 75058
u 53903 34603
u 79835 6901
u 82483 19453
u 65483 22241
u 51689 72488
u 25475 24775
u 9665 40603
u 35005 61236
q 21666 20692
u 8711 14618
u 70313 51519
q 41281 12306
q 28273 6344
u 88321 15081
u 8838 74552
q 11105 97735
q 26543 91337
u 20324 47144
q 66592 5667
u 85129 25196
u 59676 72235
q 47152 80256
u 28736 24305
u 32626 61327
u 66318 11685
u 22147 12336
u 93379 68276
u 49784 47770
u 27032 32194
u 81607 39902
u 49993 41048
u 27148 38994
u 5733 33407
u 95705 57240
u 15778 6206
u 849 91106
u 59039 11407
q 39943 4091
u 27655 60919
u 64013 52399
u 78727 9224
u 73968 93485
u 16908 22986
u 88350 5624
u 51387 7678
u 7553 92613
u 4780 62354
u 8832 21132
u 39623 22838
u 63845 20603
u 16765 67029
u 99950 43580
u 3608 20730
u 62536 56498
u 14360 79463
u 32348 53203
u 43699 235
u 99601 56744
u 80521 34718
u 45858 9755
u 77759 67967
u 59466 72408
u 63296 53041
u 65312 22281
u 26575 65578
u 14944 52298
u 76333 64148
u 4686 47025
u 94417 54159
u 95193 5401
u 9777 4641
u 29206 22910
u 76999 79926
u 3141 93502
q 72781 15435
u 85907 20633
u 60320 85060
q 32992 63470
u 13027 7360
q 48160 77627
u 68625 80105
q 39260 40754
u 9555 23536
q 48172 4894
u 89598 75367
u 95956 51036
u 47783 95733
u 66122 37626
u 23506 42786
u 3736 95945
u 41488 18303
u 87214 63675
u 58004 24008
q 40232 39879
u 11003 40785
u 49542 91588
u 24756 25820
u 69506 41319
u 32979 92274
q 21582 59689
u 39341 74752
u 35654 59528
u 66571 73083
u 26415 66516
u 59523 4902
u 27498 13496
u 14580 98560
u 36662 70650
u 69160 3168
u 64995 84680
u 73962 20820
q 20397 244
u 79878 20540
q 80350 69516
q 3260 31181
u 10675 37982
u 39292 69328
u 7443 12957
u 75881 44034
u 6688 21618
u 66741 95669
q 69128 63053
u 40637 7414
u 55376 64838
u 12421 79024
u 96538 84615
u 89348 6938
u 43290 95042
u 42929 92692
u 83774 47842
u 43747 66685
u 37530 52522
u 4343 41216
u 37909 16430
u 92308 23238
u 72823 32458
u 88529 59305
u 54028 8249
u 72897 73700
q 15746 14261
u 18976 10182
u 71875 39187
u 33261 80307
u 70343 38252
u 42894 75142
u 34978 96056
u 10399 78024
u 15965 44987
u 44668 69422
u 90038 83329
u 74206 48022
u 3905 58271
u 15750 34545
u 37912 87433
u 92646 86211
u 65823 4498
u 21759 27827
u 36213 53295
u 42717 32687
u 49465 10884
q 51842 38316
u 81948 77835
u 91387 44390
u 11693 953
u 36208 53872
u 42912 84365
u 13542 91656
u 68988 24921
u 70216 8088
u 51198 76513
u 7344 62390
u 6476 87986
u 28290 72423
u 39823 99398
q 94433 52237
u 60792 88009
q 16045 52074
u 62276 40318
u 96590 86092
q 50852 65855
u 94046 71278
u 53639 30009
u 88636 39882
q 18026 2940
u 83597 77046
q 78589 24204
u 24644 56968
u 79444 8261
u 45935 99895
u 91604 81089
u 40326 2469
u 32423 60668
u 82770 25402
u 93979 80960
u 65189 91294
u 57847 24684
u 22866 6447
u 37939 36365
u 47956 13046
u 98957 74290
u 98529 14365
u 46218 93324
u 3846 84619
u 80447 30808
u 47289 50151
u 28025 14999
u 4139 46026
q 31547 16412
u 52293 45136
u 12633 68004
q 57910 76473
u 58327 18508
q 86744 71219
q 38201 38521
q 55989 40745
q 23682 36743
u 66798 1278
q 64485 60259
u 69696 55719
q 17204 25662
u 89756 195
u 62051 44490
u 68807 9660
u 45070 29837
u 6846 70589
u 32144 9927
u 94480 70415
u 44444 65267
u 28718 40831
u 63039 95159
u 44579 79021
u 73423 71382
u 35320 64294
u 63836 18835
q 64967 1604
u 29573 88501
u 77278 94755
u 75814 97670
u 65686 35869
u 97176 28782
u 35261 53446
u 73967 38618
u 99292 75839
q 47126 49420
u 12833 18777
q 42729 53424
u 40748 22681
u 83752 947
u 5047 65003
u 22710 84981
q 3603 1935
u 38679 15000
q 50177 69812
u 10484 66090
u 56816 82799
u 2806 44004
q 16718 28791
q 63 73764
u 93083 6901
u 88292 18744
u 31677 84991
u 80025 29142
u 61595 44395
u 75684 56473
u 10874 8596
u 58987 80450
u 82101 56123
u 58468 89572
u 10850 85826
u 32751 88831
u 46158 47140
u 53257 92627
u 21544 25949
u 36747 74620
u 88143 56665
u 50962 10159
u 34090 30410
u 16839 11078
u 79069 15352
u 59070 96963
u 42397 38452
q 68130 90453
u 19979 42781
u 52962 95446
u 2140 98162
u 1540 96873
u 1469 31772
q 15444 8856
u 29279 9975
u 2047 27897
q 24921 93319
u 16574 39073
u 67629 94882
q 65848 64232
u 5827 50889
u 27894 50119
u 12281 95977
u 77292 39109
q 88053 47837
u 1422 78476
u 44790 41318
u 77348 46318
q 23237 93629
u 53500 68915
u 77051 51352
q 57282 20740
u 25107 4552
q 76249 37281
u 1627 78816
u 15196 58703
q 66330 9803
q 79847 45196
u 88220 69153
u 10502 58652
u 88425 39864
u 77032 96713
u 53649 59617
q 36250 46600
u 70025 12276
u 47558 40418
u 74138 85289
u 44361 68383
u 28395 26639
u 16259 77397
u 52201 13089
u 78750 82229
u 78977 12437
u 23413 31991
u 14847 13929
u 50097 68025
q 88619 18754
u 22916 16758
u 23930 61014
q 32471 88063
u 68082 7567
u 23617 96451
u 62032 8082
u 37993 26629
u 60073 82846
u 41096 48596
u 14097 46674
u 43009 53259
u 26415 36224
u 4089 89764
u 93791 40496
q 83530 1935
u 15834 21569
q 64239 24364
u 20478 24515
u 55113 90844
u 6097 85166
u 67330 20981
u 96056 75093
u 33764 19773
u 32824 90016
u 57829 28310
q 41338 66610
q 93791 39721
u 41410 33349
u 22382 93367
q 35998 36084
q 8611 21525
u 55408 76538
u 17695 32776
u 47540 46509
u 11207 58055
u 94406 19163
u 61003 30110
u 34366 25417
u 29032 63546
u 93551 53141
u 55640 2253
u 61646 14699
u 16857 87141
u 83807 6824
u 41083 18808
u 9901 21644
q 21432 37420
u 33977 30898
u 37905 37714
u 52077 13598
u 37171 92121
u 33934 9873
u 23037 52817
u 85328 23370
u 68687 22333
q 38321 63698
q 5199 4610
u 7183 80911
u 27429 81792
u 56839 39568
u 79621 72231
u 73022 79038
u 18873 83896
u 17803 28116
q 68266 86132
u 22979 86060
u 11049 13801
u 17344 27220
u 27845 60145
u 72549 32658
q 21907 80158
u 94585 55863
q 62784 72350
u 68590 25598
q 65936 1152
u 34703 90911
u 66863 74512
u 23511 38317
u 66819 17174
u 24084 49973
q 24318 32708
u 71188 48321
u 85975 55255
u 942 38081
u 67233 50999
u 4477 54901
u 39642 15975
u 56719 74470
u 7077 80661
u 57399 18369
q 58245 57606
u 46684 34841
u 40259 36761
u 48484 37891
u 81773 40916
u 53528 41772
q 14927 41639
q 16627 47776
u 66276 36236
u 80292 68557
u 5914 64864
u 19685 12315
u 84456 43914
u 93487 2604
u 88280 54898
q 16984 62604
q 73632 26813
u 25026 11398
u 49760 94998
u 24838 42434
u 68738 36645
q 85043 55517
u 17350 8098
u 96035 17229
q 70954 59516
u 18613 43081
u 5401 20335
u 94063 88917
u 96412 28438
q 91740 52012
u 25123 61892
q 11551 38302
q 7094 1884
u 79833 9695
u 66265 38935
q 70971 11576
u 4974 50116
u 4002 15974
u 81528 2776
u 95027 81613
q 79072 64726
u 28625 4608
q 50516 26960
u 75708 86489
u 73518 70688
q 4743 71091
u 13133 14556
u 34536 55199
u 43065 12006
u 88316 8353
u 3907 67330
u 75923 7655
u 96055 98338
q 42647 25933
q 64842 14905
u 66141 53282
u 63813 42528
u 70076 37599
u 48663 52448
u 98850 85450
u 75107 13408
u 66610 22783
u 77627 76454
u 71149 67618
q 27679 41655
u 46025 41763
u 86129 29923
u 29322 84687
u 79155 40010
u 62948 29631
u 52653 55683
u 47248 7819
u 17971 91633
u 5439 94487
q 18166 90979
q 19178 59031
u 19325 12184
u 70588 21792
q 85011 10131
u 11232 88472
u 59802 16229
u 1716 84423
u 22951 44093
u 48134 39532
u 30833 47740
u 47972 40054
u 54120 74834
q 43722 98374
u 11446 64315
u 33143 50772
u 73061 32031
u 57646 57589
u 75694 43864
u 45880 71631
u 60928 63946
u 71534 78612
u 6071 91880
u 85810 90602
u 35944 85126
u 92130 33393
u 57413 44917
u 91021 91829
u 12638 59774
u 21025 6079
u 54671 9261
u 2458 47653
u 79409 68343
u 57091 22099
u 31966 67164
u 62403 43843
u 68292 67545
u 1019 29518
u 19407 20884
u 44885 68450
u 40164 67403
u 11318 72387
u 93513 29064
u 44143 34339
q 12361 62681
u 39721 15093
u 10159 240
u 35166 44065
u 70715 55152
u 22764 71358
u 16036 99795
u 90268 81179
u 76287 97428
u 8219 82640
u 81093 50527
u 88603 21123
q 20272 49708
u 24330 62259
u 58452 59280
u 53421 76211
q 10566 71370
u 97522 33052
u 97901 67083
u 10117 38940
u 1771 10822
u 51525 39640
u 3786 17345
u 63340 28638
u 88458 71566
u 63701 21160
u 69364 81695
u 6555 97009
u 71950 25246
u 22396 60627
u 80118 31716
u 87689 40103
u 61862 58805
u 63061 26789
q 9462 76968
u 26904 37879
u 34125 14054
u 89950 60944
u 51812 85591
u 56221 62151
u 96567 21683
u 41886 84261
u 573 4028
u 4014 92692
u 7794 71219
u 30639 37839
u 60117 31850
u 71335 82130
u 31386 64152
u 68718 20636
q 35535 80550
u 65465 23051
q 58450 45209
u 27181 79047
u 66948 50247
u 10014 94998
u 15766 43486
u 33835 60345
q 22440 491
u 50583 58104
u 96000 44354
u 18863 57071
u 26174 2957
u 7143 5127
u 37303 10167
u 14394 54336
u 35878 98425
u 68336 57248
u 53660 60144
u 52963 28667
u 3324 2017
u 93772 29163
u 64680 35006
u 55026 55782
u 66559 22184
u 42084 26540
u 42307 20254
u 89127 74626
u 40815 73625
u 99875 71876
u 12418 34592
u 15598 78242
u 32081 23239
u 63884 29180
q 41351 46735
u 66438 72426
u 49853 37965
u 74559 87359
q 19297 98678
q 69210 61293
u 49790 14182
u 84354 14933
q 17232 36912
u 51985 27716
u 41135 76100
u 15819 50985
u 58557 11771
u 44773 98945
u 36108 67836
u 84262 42140
u 67135 54117
q 56843 17257
u 56155 60988
q 10848 17816
q 39967 30347
q 65665 23556
u 76856 91111
u 62157 70093
u 93709 45439
u 67761 32899
u 48316 25703
q 94637 43305
u 74918 40307
u 35189 86420
u 15260 4621
u 37116 2909
q 93055 58729
u 45344 29158
q 33033 20501
u 28228 8127
u 17677 60348
u 58540 18415
q 82646 90614
u 88020 42906
u 42649 65893
u 108 71107
u 28505 10066
u 21079 37385
u 16466 17507
q 93168 81925
u 53657 93961
u 58457 86186
u 91287 7998
u 89122 10791
u 44828 74276
u 74567 13960
u 75066 98133
u 36399 90396
u 51809 40151
u 20958 22918
q 30137 73425
u 78926 49104
u 71387 32188
u 42814 89597
u 4210 54096
q 52201 8171
u 55777 63976
u 50255 62699
u 7783 16930
q 20995 89619
u 83291 49467
u 55144 96911
u 12467 66489
q 23716 44432
u 63677 23654
u 64577 18131
u 19319 64790
q 40779 50387
u 78153 66487
u 2047 28292
u 84561 45033
q 12631 33485
u 70532 78791
u 89043 11618
q 12324 19697
u 66318 7598
u 23270 28039
q 28879 73997
u 6981 93016
u 52771 85706
q 63972 58874
u 44452 32949
u 22597 96332
u 37345 16708
q 39120 47673
u 78877 96962
u 98368 86161
u 33736 22187
u 29247 98574
u 74310 76622
u 12977 10048
u 45603 45921
u 94716 62271
u 9779 66150
u 31048 78282
u 21332 29051
u 3474 70144
u 13244 54935
u 61921 8366
q 20201 93491
u 15480 4294
u 14857 60097
u 52362 43610
u 59069 43117
u 36201 46266
q 4393 49595
u 44025 77857
u 34942 71677
u 61568 70705
u 29092 48796
u 40106 55235
u 80477 33146
u 61917 94444
u 46957 8786
u 43666 30551
u 76722 9451
u 84600 62625
u 22954 40190
u 90275 57990
u 84232 48063
u 26978 49613
u 65944 34630
u 59745 87910
u 77041 95809
u 12838 73463
u 85685 9210
u 4154 25360
u 51432 61346
u 88606 60751
q 62360 61992
u 16639 18944
q 83662 98470
u 7493 10428
u 1496 41814
u 7298 35919
u 47906 96945
u 13922 95179
q 94733 43773
u 1965 90121
u 77674 83100
u 85407 87736
u 43347 39065
u 80149 22748
u 50023 98596
u 28866 69061
u 62844 78799
q 45511 50836
u 58614 81925
u 78974 40568
u 15572 85574
u 58740 77088
u 65264 33570
u 98182 29074
u 36596 86738
u 82482 88664
q 22061 47755
u 72125 1231
u 19904 17475
u 17702 90813
u 99527 13769
u 22045 35654
q 91386 6020
u 84594 83488
u 28718 9437
u 80333 81050
u 8261 4430
u 20711 71058
u 967 70423
u 79659 83769
q 3912 68174
u 45854 54955
u 26916 31977
u 86813 77112
u 85275 52373
u 2474 26414
u 7970 13153
u 6549 78784
u 4290 28069
u 98432 37094
u 99562 63074
u 66671 66122
u 42929 38038
u 44883 34727
q 23975 53389
u 96280 39945
u 68126 44983
q 94378 13912
u 29185 25461
u 12345 40764
q 67380 62370
u 71547 94847
u 95307 69874
u 1541 70753
u 34178 54255
u 21067 30481
u 67249 68142
u 50879 2138
u 59308 58865
u 86586 52700
u 38342 95642
q 96943 10741
u 55044 22387
u 28400 76457
u 15951 75648
u 26063 91042
u 80417 79526
u 53924 9608
u 28504 282
u 123 69981
u 42778 33083
q 56030 61326
u 66893 60246
u 8682 47892
u 95486 40535
u 45852 29308
u 88764 70749
u 58391 80061
u 90827 82249
u 49858 15705
u 19145 52300
u 58160 32306
q 46766 69432
u 41206 7426
u 93860 40572
u 26460 26910
q 83734 35493
u 36318 18229
u 50378 10785
u 6677 57293
u 39627 9407
q 10352 38779
u 85452 93838
u 59735 96666
q 68664 27061
u 93416 92683
u 99224 79980
u 42378 77668
u 72956 21132
u 70991 54264
u 54545 94812
u 86470 57608
u 95756 16689
u 44764 42530
u 43150 86496
u 2759 84533
u 8600 58764
u 84947 97896
u 62664 85972
u 90045 11193
u 22815 33147
u 58983 66493
u 52425 13199
u 92082 1686
u 84222 61110
u 60541 10386
u 19043 54035
u 9371 19709
u 1066 21107
u 98009 73175
u 48075 56448
q 54310 28418
u 19654 86690
u 80541 3348
u 3886 6309
u 92943 14190
q 45521 22904
u 49117 6378
u 930 15625
q 1000 92617
u 66315 76437
u 65494 11971
u 77852 77392
u 64985 35451
u 81896 80949
u 5296 21710
u 60520 71363
u 33986 13606
u 95417 48742
u 34477 83383
q 32639 67293
q 37843 8318
u 64828 33856
u 81424 93051
q 82293 31068
u 8395 18742
u 51466 33041
u 25588 9294
u 24754 50050
u 16390 88058
u 31575 66655
u 92436 85222
u 45371 28965
u 33287 70794
q 98902 74867
u 55798 18143
u 76269 75022
u 48118 21087
u 38407 46557
u 64169 85610
u 73735 92023
u 14638 29990
u 15478 37241
u 48752 643
u 64181 14092
u 5165 22459
q 88209 3916
u 29417 26353
u 75915 70747
q 65537 48315
u 25913 14077
u 36508 85821
u 9839 88592
u 57426 50236
u 9094 57998
u 1442 63050
u 71730 64524
q 73465 27065
u 28416 98778
u 72495 71557
u 30129 77079
u 67667 96309
u 63266 97714
u 22891 31029
q 86410 15864
u 3874 36704
q 29818 98913
u 35725 51244
u 25555 61329
u 58707 76949
q 93377 80592
u 80785 60047
u 65744 98023
u 37122 69369
u 29037 17283
u 43444 57510
u 8263 62659
u 18107 97028
u 99771 67
u 78714 91141
u 6689 23399
u 61639 99633
u 45596 85905
u 3088 6095
u 74735 78879
q 45739 91647
q 40931 81698
u 23810 33857
u 34501 68155
q 44130 22342
u 13380 7176
u 95473 13040
u 58247 56962
u 50116 64995
u 68384 83825
u 87305 96728
u 14458 79954
u 12049 36031
u 20903 72567
u 28786 44744
u 79086 74156
u 78783 36380
u 42975 93224
q 37322 8292
u 2455 20672
u 4857 3615
u 10141 3037
u 17122 92219
q 64732 83091
u 67068 83500
u 58839 61051
q 8615 41172
u 24536 91588
u 73017 3585
u 50031 28171
u 21544 60028
q 82451 16223
u 41660 77122
u 3747 89079
u 53640 38393
u 55402 55716
u 75953 15262
u 33155 35559
u 98033 87949
u 96213 8715
u 87757 20129
u 86377 87749
u 65964 28730
u 23014 56482
u 10384 93845
u 93707 5592
u 34306 20856
q 61690 8517
u 69946 42632
q 81814 65127
u 98821 6538
u 8427 85865
u 7446 40627
u 50655 32845
q 94832 36674
u 64317 22375
u 32923 97783
u 22806 6844
u 92324 22950
u 30396 11056
q 12853 67652
u 32111 6203
u 91867 44737
u 84128 32959
u 16528 92260
q 51503 24016
u 34680 73764
u 7438 21590
u 70558 51517
q 56585 19312
u 3147 79795
q 57891 74116
q 59083 68943
u 95833 46697
u 29545 22726
u 21310 95060
u 23554 12749
u 28561 50923
u 78538 53156
u 19938 21883
u 21477 48003
u 62236 64861
u 36886 41864
u 742 94028
u 20865 50213
q 13570 57598
u 61969 66447
q 34215 53077
u 1061 66651
u 3413 35016
u 78568 96681
u 73035 65372
u 94407 84682
u 12680 14705
q 4635 35693
u 34972 60192
u 73681 16555
u 13683 74894
u 61707 14213
u 19560 90697
u 80168 96421
u 71454 88872
u 50811 15525
q 19261 9681
u 44725 5395
u 33094 46629
u 34222 95807
u 15319 96226
u 87922 77726
u 4314 67510
q 64293 19253
u 73673 59153
u 15443 85233
u 77961 6827
u 13819 91730
u 85432 21745
u 60946 69609
q 66313 89758
u 2423 28316
u 39617 84081
q 47931 55222
u 50029 43953
u 339 59124
u 26821 93879
q 95591 46302
u 67935 59180
u 52099 34856
u 90760 9406
u 53907 47966
u 38948 54040
u 44813 76353
u 28188 24098
u 62858 74245
u 6098 3479
u 11041 66184
u 91589 52787
u 91552 12834
u 13834 12363
q 32255 68633
u 89471 18395
u 75419 29244
u 90497 42768
q 98134 21964
u 32850 51777
u 27346 72876
q 94486 591
u 48885 86426
q 69744 16069
u 22752 29996
u 31107 74005
u 57592 84154
u 39074 5240
u 65208 89009
u 32661 89226
u 55705 75283
u 19461 19778
q 23800 59051
u 4240 15154
q 96270 12493
u 63962 94521
u 93839 44119
u 14318 56925
u 11293 33403
u 94999 30455
u 90007 79894
u 15613 7688
u 17100 65089
u 49668 61913
u 96696 13899
u 44434 80871
u 53288 98010
u 47716 57249
u 76238 48317
u 24773 63466
u 67538 67034
u 49232 66532
u 42256 99702
q 2242 32147
u 35790 89574
u 97987 42111
q 23382 6256
u 13245 10079
u 15963 66150
q 81836 20767
u 57719 16018
u 65596 56424
u 30743 85437
u 70983 21314
u 37343 16204
u 90341 99298
u 43577 56119
u 4601 3477
q 77061 28961
u 20971 2888
u 77284 11320
u 35696 20996
u 45087 72706
u 3600 8289
u 2594 67338
u 64356 16295
u 63376 75865
u 13456 43201
u 57638 74005
u 39037 67298
u 97358 99835
u 12195 32166
u 47502 58029
u 16760 9470
u 87664 66349
u 43250 45291
u 77934 28228
u 53288 78107
u 2955 77698
u 94468 3290
u 87421 15326
u 22788 90175
u 92412 40183
q 12484 17913
u 37031 41959
u 86076 7688
q 48638 33209
q 89374 14177
u 19309 9465
u 16298 82920
u 86826 92755
u 57645 33294
u 90090 8093
u 69705 85729
u 10389 38079
u 69973 30311
u 9877 48449
u 28284 61208
u 88315 57560
u 57215 61864
u 99546 75785
u 22063 92025
u 7402 59871
u 86704 76894
q 24155 92983
u 83107 29454
u 25383 69328
u 79381 74505
u 44949 24977
u 2254 10137
q 22328 68813
u 51104 50760
u 47360 79505
u 53253 28590
u 44411 78649
u 42121 6988
u 37588 12147
u 14077 92376
u 68204 95038
u 17889 76643
q 74221 7791
u 49426 32391
u 30829 42349
u 74850 20782
u 99610 26288
u 22411 2486
u 77419 8474
u 87497 52874
u 83637 23346
u 90773 11392
q 65206 3457
u 32776 77146
u 9798 34284
q 69070 22842
q 11592 49831
u 62811 90765
u 6177 17473
u 41597 30608
u 56789 63692
u 52894 38208
u 80542 85107
u 3341 99855
u 21396 37151
u 66420 43360
u 87873 51910
u 72284 61573
u 40772 16580
u 64480 94216
u 31890 57248
u 99805 13583
u 57608 25105
u 52285 72824
u 74121 72265
u 91534 66315
u 80396 68555
u 11739 5938
u 85160 29781
u 17052 74441
u 37346 40971
q 26767 50460
q 44119 87613
q 53139 78167
u 83985 20426
u 9508 27244
u 24950 48571
q 24916 963
u 29628 41714
u 94845 71994
u 76182 49730
q 40111 25461
u 71392 25671
u 71097 47278
u 80977 86707
u 37190 34327
u 33903 9429
q 7123 38204
u 80195 30717
u 51486 22816
u 35827 1782
u 89657 57820
u 72665 94641
q 9625 50831
q 42909 73576
u 92381 28384
u 34097 2122
q 5229 44525
u 93278 27145
u 51330 23228
u 60736 87680
u 98392 97351
u 52451 44171
q 39565 96214
u 56753 28080
u 41291 92762
u 92849 22485
u 90193 14962
u 92993 37638
u 75515 77666
u 60776 12662
u 71673 25025
u 61049 55638
u 12183 18799
q 34257 42386
u 60376 81939
u 6025 10910
u 98795 50903
u 61912 93475
u 53521 35397
u 65707 9049
u 85242 20607
u 91526 31193
q 16219 61852
u 36289 42508
u 63886 54765
u 61233 71280
q 39414 2504
u 13864 90712
u 87479 44459
u 13493 6010
u 94690 16071
q 58365 96330
u 84195 44799
u 67434 24793
u 97884 42634
u 17795 24723
u 79737 89637
u 72606 73977
u 1093 38204
u 69564 92802
u 45983 15377
u 91677 64323
q 32448 40825
u 73195 65939
q 84242 60108
u 90132 7435
u 27727 67615
u 7770 57140
u 28465 83763
q 53347 54375
u 52373 27640
u 99945 84452
u 49539 62138
u 82355 19069
u 23026 36286
u 17011 19901
u 84168 47628
u 22959 3208
u 78829 41500
u 50048 77621
u 85615 67493
u 28769 30272
u 78924 17632
u 73753 95953
u 91640 74290
u 61069 11882
u 42372 98136
u 93557 8949
u 55767 95080
q 4553 18858
u 1697 21803
q 91733 67346
u 78123 16637
u 25830 69927
u 68758 91823
q 62342 67723
u 61497 11023
u 25925 39955
u 71388 9996
u 11644 18488
u 58558 39347
u 78916 72601
u 13919 32747
q 34877 57751
u 33867 96007
q 92020 57600
u 51075 11775
u 78993 86454
u 8674 92892
u 19038 18009
u 83678 49800
q 34565 46465
u 70662 94784
u 42936 71588
u 48803 88888
u 53754 38157
u 68026 85452
u 9636 13375
u 22319 58252
u 41106 50303
u 9062 8635
u 63883 17488
u 40882 68701
u 44056 15698
q 83671 42837
q 74315 6881
q 26985 27790
u 92532 54796
q 32968 25906
u 46921 86836
u 83162 98099
u 58711 92225
q 95272 35193
u 22338 87812
u 9064 45980
u 67116 38813
u 1791 8749
u 49692 86253
u 70711 5248
u 80735 96995
u 72299 57660
u 43937 23563
q 84272 60983
q 11921 42478
u 33496 57689
u 2267 66996
u 30893 83426
q 4011 36933
u 33278 46654
u 31948 58786
u 76288 83060
u 12939 81523
u 35379 81273
q 89047 9939
u 44869 94638
u 28411 98981
u 31076 93400
u 51265 50849
u 34238 22088
u 33543 2870
q 97928 33122
u 84605 25017
u 6048 58127
u 94728 6527
u 4606 31549
q 93482 51955
u 63594 16845
u 14116 72170
q 25428 45224
u 67745 77276
q 98066 64061
u 81622 7701
u 54028 48567
u 1642 58522
u 41490 65383
u 51615 48713
u 65356 36506
u 67137 50423
u 63401 49680
q 86449 7159
u 57129 13086
u 63987 72336
q 38261 69196
u 40347 16731
u 31170 42576
u 88874 10821
q 62844 70425
u 86342 46043
u 15240 41843
u 5634 89103
u 57070 31446
u 61698 2121
u 31555 98564
q 71215 8561
u 59903 79767
u 87915 97702
u 48316 86777
u 76245 93923
u 84965 50254
u 37826 23134
q 80161 57961
u 16849 13736
u 15892 73104
u 28061 11282
u 25016 705
u 38103 82275
u 38585 84986
u 35472 91849
u 80820 27280
u 48051 95105
u 36587 24463
u 42233 24225
u 14729 32172
u 5860 77097
q 82611 56283
u 73852 20950
u 11520 90489
u 3080 51649
q 978 76195
u 25615 5582
u 58190 72321
u 41541 15605
u 11984 34290
u 67543 89764
u 30774 80286
q 13144 43452
u 95902 16681
u 84609 18092
u 83781 78306
u 74841 24527
u 94515 38321
u 33146 33351
u 17394 28310
q 45890 57242
u 15324 18923
u 81495 25543
u 4657 65013
u 29227 86899
u 50807 15943
u 7346 50369
q 44282 94668
u 17859 11767
u 40527 82068
u 37566 40277
u 55559 15172
u 22615 70831
u 78081 77664
u 74978 42159
u 77955 13014
u 67173 79723
u 3711 42224
u 66675 9798
u 58668 72980
u 21213 32702
u 84628 70587
u 24874 50423
u 23931 61044
u 81332 83998
q 81463 18084
u 65410 50029
u 15357 80030
u 93015 14314
u 86441 76050
u 98315 34911
u 22782 50744
u 39194 27138
q 95618 48411
u 35999 40403
u 21263 36825
u 34583 87357
u 43328 30007
u 70126 51715
u 46906 49586
u 52369 22653
u 24055 73920
u 51403 43508
u 91647 79028
u 81812 26174
u 60360 23765
u 4290 55877
u 53840 59814
u 20182 82321
q 69288 82859
q 48891 35899
u 69371 35567
u 88271 48347
u 53609 24046
q 35304 98736
u 21226 59685
u 6518 7980
u 53591 6135
u 58621 82047
q 9099 46665
u 94219 45591
q 8993 93778
u 40723 24973
u 86685 47975
q 90356 92611
u 2590 76151
u 83396 2805
u 13092 93413
u 13491 7665
q 91194 17962
q 13702 89457
u 8008 32861
u 25722 4276
q 74291 57147
u 59356 89867
u 51481 70911
u 78821 63283
u 71718 96866
u 73387 64705
u 1540 29004
u 57340 78122
u 62406 88362
u 23555 3002
u 31579 10050
u 16768 67025
u 82998 12145
u 22858 2201
u 2459 43808
u 65872 59784
u 76596 99145
u 31744 4771
u 78960 89227
u 67455 7509
u 55696 46138
u 36044 95119
q 22749 31462
u 56093 59778
u 70686 98517
u 16517 36399
u 74130 9489
u 46530 15163
u 41856 83233
u 21176 53012
u 15015 57555
u 70966 21492
q 65910 75532
u 12594 56328
q 82078 15679
u 8030 79536
q 83537 81038
u 14657 27576
u 40903 88044
u 7231 45016
u 89375 89245
u 3374 60387
q 9522 51816
u 46589 76983
u 6809 93370
u 50666 30444
u 29143 61004
u 98526 24506
u 48797 30953
u 48349 29982
u 73739 46259
q 48096 12777
u 40091 22879
q 84750 53920
u 41172 13445
q 41523 55374
u 17313 67982
u 73290 25453
u 982 78478
u 78139 95203
q 41166 36674
q 41797 65091
u 31595 78458
u 12190 60404
u 57283 9942
u 45799 37039
u 96491 80550
u 65882 15823
u 44031 24907
u 66715 15547
q 62585 16571
u 94125 54522
u 23619 98447
q 43463 21721
q 28804 28720
u 80504 66660
u 11364 70035
u 95575 83082
u 18049 41003
u 5820 11944
u 6053 40884
q 82670 63920
u 68223 75171
u 3295 77317
u 82292 15143
u 67684 63093
u 7690 27942
q 7792 91615
q 82774 22555
u 37017 34314
u 23609 66834
u 89008 24612
u 83234 15940
u 29148 53489
q 67775 39202
q 13925 36035
u 40566 91271
u 56973 51968
u 81777 48664
u 89251 44646
u 9911 81742
u 61449 4873
u 68338 46414
q 82989 24207
u 71587 94912
q 23841 27989
u 93219 93199
u 53572 99831
u 79852 32131
u 79302 54655
u 32121 23103
u 81178 82973
u 30245 86371
u 43424 50548
u 96325 26727
u 16938 5780
q 18141 60707
q 74798 53475
u 4220 68703
u 91888 57527
u 28871 43586
u 17947 94825
u 15648 23552
u 85686 62301
u 8623 48115
u 94011 76041
u 13420 70031
u 47706 96849
u 73242 86526
u 50799 77219
q 97121 75598
u 23150 25511
u 52269 56661
u 84996 31478
q 15777 87059
u 74232 55489
u 90358 82200
u 21717 64050
u 83488 16897
u 76468 71523
u 287 74758
u 38402 53029
u 31497 60560
u 72818 17760
u 46763 81847
q 87638 2070
u 37630 74746
u 68939 6036
q 54277 26691
u 307 236
u 93505 77587
u 33598 63194
